Date,Site,Pop,Tray,Sample,Area,Length.mm
10/24/2014,Manchester,4H,1-4,21,37,16.43006993
10/24/2014,Manchester,4H,1-4,22,57,25.31118881
10/24/2014,Manchester,4H,1-4,23,43,19.09440559
10/24/2014,Manchester,4H,1-4,24,38,16.87412587
10/24/2014,Manchester,4H,1-4,25,84,37.3006993
10/24/2014,Manchester,4H,1-4,26,23,10.21328671
10/24/2014,Manchester,4H,1-4,27,53,23.53496503
10/24/2014,Manchester,4H,1-4,28,57,25.31118881
10/24/2014,Manchester,4H,1-4,29,45,19.98251748
10/24/2014,Manchester,4H,1-4,30,46,20.42657343
10/24/2014,Manchester,4H,1-4,31,69,30.63986014
10/24/2014,Manchester,4H,1-4,32,47,20.87062937
10/24/2014,Manchester,4H,1-4,33,39,17.31818182
10/24/2014,Manchester,4H,1-4,34,35,15.54195804
10/24/2014,Manchester,4H,1-4,35,39,17.31818182
10/24/2014,Manchester,4H,1-4,36,36,15.98601399
10/24/2014,Manchester,4H,1-4,37,51,22.64685315
10/24/2014,Manchester,4H,1-4,38,51,22.64685315
10/24/2014,Manchester,4H,1-4,39,57,25.31118881
10/24/2014,Manchester,4H,1-4,40,46,20.42657343
10/24/2014,Manchester,4H,1-4,41,69,30.63986014
10/24/2014,Manchester,4H,1-4,42,58,25.75524475
10/24/2014,Manchester,4H,1-4,43,39,17.31818182
10/24/2014,Manchester,4H,1-4,44,73,32.41608392
10/24/2014,Manchester,4H,1-4,45,68,30.19580419
10/24/2014,Manchester,4H,1-4,46,45,19.98251748
10/24/2014,Manchester,4H,1-4,47,53,23.53496503
10/24/2014,Manchester,4H,1-4,48,41,18.20629371
10/24/2014,Manchester,4H,1-4,49,51,22.64685315
10/24/2014,Manchester,4H,1-4,50,31,13.76573427
10/24/2014,Manchester,4H,1-4,51,37,16.43006993
10/24/2014,Manchester,4H,1-4,52,68,30.19580419
10/24/2014,Manchester,4H,1-4,53,45,19.98251748
10/24/2014,Manchester,4H,1-4,54,48,21.31468531
10/24/2014,Manchester,4H,1-4,55,54,23.97902098
10/24/2014,Manchester,4H,1-4,56,54,23.97902098
10/24/2014,Manchester,4H,1-4,57,30,13.32167832
10/24/2014,Manchester,4H,1-4,58,60,26.64335664
10/24/2014,Manchester,4H,1-4,59,45,19.98251748
10/24/2014,Manchester,4H,1-4,60,48,21.31468531
10/24/2014,Manchester,4H,1-4,61,70,31.08391608
10/24/2014,Manchester,4H,1-4,62,50,22.2027972
10/24/2014,Manchester,4H,1-4,63,57,25.31118881
10/24/2014,Manchester,4H,1-4,64,45,19.98251748
10/24/2014,Manchester,4H,1-4,65,56,24.86713287
10/24/2014,Manchester,4H,1-4,66,37,16.43006993
10/24/2014,Manchester,4H,1-4,67,55,24.42307692
10/24/2014,Manchester,4H,1-4,68,47,20.87062937
10/24/2014,Manchester,4H,1-4,69,47,20.87062937
10/24/2014,Manchester,4H,1-4,70,51,22.64685315
10/24/2014,Manchester,4H,1-4,71,60,26.64335664
10/24/2014,Manchester,4H,1-4,72,54,23.97902098
10/24/2014,Manchester,4H,5-8,1,38,15.90989011
10/24/2014,Manchester,4H,5-8,2,62,25.95824175
10/24/2014,Manchester,4H,5-8,3,34,14.23516483
10/24/2014,Manchester,4H,5-8,4,18,7.536263735
10/24/2014,Manchester,4H,5-8,5,51,21.35274725
10/24/2014,Manchester,4H,5-8,6,47,19.67802197
10/24/2014,Manchester,4H,5-8,7,60,25.12087912
10/24/2014,Manchester,4H,5-8,8,86,36.0065934
10/24/2014,Manchester,4H,5-8,9,42,17.58461538
10/24/2014,Manchester,4H,5-8,10,53,22.19010989
10/24/2014,Manchester,4H,5-8,11,56,23.44615384
10/24/2014,Manchester,4H,5-8,12,49,20.51538461
10/24/2014,Manchester,4H,5-8,13,44,18.42197802
10/24/2014,Manchester,4H,5-8,14,39,16.32857143
10/24/2014,Manchester,4H,5-8,15,51,21.35274725
10/24/2014,Manchester,4H,5-8,16,54,22.6087912
10/24/2014,Manchester,4H,5-8,17,29,12.14175824
10/24/2014,Manchester,4H,5-8,18,35,14.65384615
10/24/2014,Manchester,4H,5-8,19,54,22.6087912
10/24/2014,Manchester,4H,5-8,20,54,22.6087912
10/24/2014,Manchester,4H,5-8,21,45,18.84065934
10/24/2014,Manchester,4H,5-8,22,52,21.77142857
10/24/2014,Manchester,4H,5-8,23,57,23.86483516
10/24/2014,Manchester,4H,5-8,24,42,17.58461538
10/24/2014,Manchester,4H,5-8,25,84,35.16923076
10/24/2014,Manchester,4H,5-8,26,62,25.95824175
10/24/2014,Manchester,4H,5-8,27,44,18.42197802
10/24/2014,Manchester,4H,5-8,28,53,22.19010989
10/24/2014,Manchester,4H,5-8,29,79,33.07582417
10/24/2014,Manchester,4H,5-8,30,56,23.44615384
10/24/2014,Manchester,4H,5-8,31,56,23.44615384
10/24/2014,Manchester,4H,5-8,32,43,18.0032967
10/24/2014,Manchester,4H,5-8,33,60,25.12087912
10/24/2014,Manchester,4H,5-8,34,59,24.7021978
10/24/2014,Manchester,4H,5-8,35,53,22.19010989
10/24/2014,Manchester,4H,5-8,36,55,23.02747252
10/24/2014,Manchester,4H,5-8,37,41,17.16593406
10/24/2014,Manchester,4H,5-8,38,59,24.7021978
10/24/2014,Manchester,4H,5-8,39,42,17.58461538
10/24/2014,Manchester,4H,5-8,40,54,22.6087912
10/24/2014,Manchester,4H,5-8,41,38,15.90989011
10/24/2014,Manchester,4H,5-8,42,61,25.53956043
10/24/2014,Manchester,4H,5-8,43,76,31.81978021
10/24/2014,Manchester,4H,5-8,44,47,19.67802197
10/24/2014,Manchester,4H,5-8,45,55,23.02747252
10/24/2014,Manchester,4H,5-8,46,53,22.19010989
10/24/2014,Manchester,4H,5-8,47,57,23.86483516
10/24/2014,Manchester,4H,5-8,48,59,24.7021978
10/24/2014,Manchester,4H,5-8,49,49,20.51538461
10/24/2014,Manchester,4H,5-8,50,51,21.35274725
10/24/2014,Manchester,4H,5-8,51,39,16.32857143
10/24/2014,Manchester,4H,5-8,52,55,23.02747252
10/24/2014,Manchester,4H,5-8,53,58,24.28351648
10/24/2014,Manchester,4H,5-8,54,71,29.72637362
10/24/2014,Manchester,4H,5-8,55,63,26.37692307
10/24/2014,Manchester,4H,5-8,56,43,18.0032967
10/24/2014,Manchester,4H,5-8,57,39,16.32857143
10/24/2014,Manchester,4H,5-8,58,54,22.6087912
10/24/2014,Manchester,4H,5-8,59,70,29.3076923
10/24/2014,Manchester,4H,5-8,60,59,24.7021978
10/24/2014,Manchester,4H,5-8,61,68,28.47032967
10/24/2014,Manchester,4H,5-8,62,52,21.77142857
10/24/2014,Manchester,4H,5-8,63,60,25.12087912
10/24/2014,Manchester,4H,5-8,64,55,23.02747252
10/24/2014,Manchester,4H,9-12,1,51,24.22817955
10/24/2014,Manchester,4H,9-12,2,47,22.32793017
10/24/2014,Manchester,4H,9-12,3,54,25.65336658
10/24/2014,Manchester,4H,9-12,4,49,23.27805486
10/24/2014,Manchester,4H,9-12,5,41,19.47755611
10/24/2014,Manchester,4H,9-12,6,47,22.32793017
10/24/2014,Manchester,4H,9-12,7,45,21.37780548
10/24/2014,Manchester,4H,9-12,8,42,19.95261845
10/24/2014,Manchester,4H,9-12,9,38,18.05236907
10/24/2014,Manchester,4H,9-12,10,34,16.1521197
10/24/2014,Manchester,4H,9-12,11,48,22.80299251
10/24/2014,Manchester,4H,9-12,12,32,15.20199501
10/24/2014,Manchester,4H,9-12,13,53,25.17830424
10/24/2014,Manchester,4H,9-12,14,55,26.12842892
10/24/2014,Manchester,4H,9-12,15,37,17.57730673
10/24/2014,Manchester,4H,9-12,16,38,18.05236907
10/24/2014,Manchester,4H,9-12,17,34,16.1521197
10/24/2014,Manchester,4H,9-12,18,52,24.70324189
10/24/2014,Manchester,4H,9-12,19,39,18.52743142
10/24/2014,Manchester,4H,9-12,20,40,19.00249376
10/24/2014,Manchester,4H,9-12,21,48,22.80299251
10/24/2014,Manchester,4H,9-12,22,42,19.95261845
10/24/2014,Manchester,4H,9-12,23,43,20.42768079
10/24/2014,Manchester,4H,9-12,24,46,21.85286783
10/24/2014,Manchester,4H,9-12,25,71,33.72942643
10/24/2014,Manchester,4H,9-12,26,44,20.90274314
10/24/2014,Manchester,4H,9-12,27,37,17.57730673
10/24/2014,Manchester,4H,9-12,28,40,19.00249376
10/24/2014,Manchester,4H,9-12,29,41,19.47755611
10/24/2014,Manchester,4H,9-12,30,43,20.42768079
10/24/2014,Manchester,4H,9-12,31,51,24.22817955
10/24/2014,Manchester,4H,9-12,32,30,14.25187032
10/24/2014,Manchester,4H,9-12,33,39,18.52743142
10/24/2014,Manchester,4H,9-12,34,45,21.37780548
10/24/2014,Manchester,4H,9-12,35,50,23.7531172
10/24/2014,Manchester,4H,9-12,36,41,19.47755611
10/24/2014,Manchester,4H,9-12,37,41,19.47755611
10/24/2014,Manchester,4H,9-12,38,51,24.22817955
10/24/2014,Manchester,4H,9-12,39,63,29.92892768
10/24/2014,Manchester,4H,9-12,40,41,19.47755611
10/24/2014,Manchester,4H,9-12,41,49,23.27805486
10/24/2014,Manchester,4H,9-12,42,39,18.52743142
10/24/2014,Manchester,4H,9-12,43,33,15.67705735
10/24/2014,Manchester,4H,9-12,44,43,20.42768079
10/24/2014,Manchester,4H,9-12,45,33,15.67705735
10/24/2014,Manchester,4H,13-16,1,62,25.62039045
10/24/2014,Manchester,4H,13-16,2,62,25.62039045
10/24/2014,Manchester,4H,13-16,3,48,19.83514099
10/24/2014,Manchester,4H,13-16,4,38,15.70281995
10/24/2014,Manchester,4H,13-16,5,29,11.98373102
10/24/2014,Manchester,4H,13-16,6,49,20.2483731
10/24/2014,Manchester,4H,13-16,7,54,22.31453362
10/24/2014,Manchester,4H,13-16,8,70,28.92624728
10/24/2014,Manchester,4H,13-16,9,49,20.2483731
10/24/2014,Manchester,4H,13-16,10,45,18.59544468
10/24/2014,Manchester,4H,13-16,11,54,22.31453362
10/24/2014,Manchester,4H,13-16,12,38,15.70281995
10/24/2014,Manchester,4H,13-16,13,48,19.83514099
10/24/2014,Manchester,4H,13-16,14,57,23.55422993
10/24/2014,Manchester,4H,13-16,15,44,18.18221258
10/24/2014,Manchester,4H,13-16,16,51,21.07483731
10/24/2014,Manchester,4H,13-16,17,44,18.18221258
10/24/2014,Manchester,4H,13-16,18,59,24.38069414
10/24/2014,Manchester,4H,13-16,19,49,20.2483731
10/24/2014,Manchester,4H,13-16,20,42,17.35574837
10/24/2014,Manchester,4H,13-16,21,44,18.18221258
10/24/2014,Manchester,4H,13-16,22,41,16.94251627
10/24/2014,Manchester,4H,13-16,23,54,22.31453362
10/24/2014,Manchester,4H,13-16,24,64,26.44685466
10/24/2014,Manchester,4H,13-16,25,36,14.87635575
10/24/2014,Manchester,4H,13-16,26,58,23.96746203
10/24/2014,Manchester,4H,13-16,27,50,20.6616052
10/24/2014,Manchester,4H,13-16,28,50,20.6616052
10/24/2014,Manchester,4H,13-16,29,31,12.81019523
10/24/2014,Manchester,4H,13-16,30,53,21.90130151
10/24/2014,Manchester,4H,13-16,31,46,19.00867679
10/24/2014,Manchester,4H,13-16,32,32,13.22342733
10/24/2014,Manchester,4H,13-16,33,79,32.64533622
10/24/2014,Manchester,4H,13-16,34,49,20.2483731
10/24/2014,Manchester,4H,13-16,35,46,19.00867679
10/24/2014,Manchester,4H,13-16,36,48,19.83514099
10/24/2014,Manchester,4H,13-16,37,47,19.42190889
10/24/2014,Manchester,4H,13-16,38,42,17.35574837
10/24/2014,Manchester,4H,13-16,39,43,17.76898047
10/24/2014,Manchester,4H,13-16,40,46,19.00867679
10/24/2014,Manchester,4H,13-16,41,55,22.72776572
10/24/2014,Manchester,4H,13-16,42,55,22.72776572
10/24/2014,Manchester,4H,13-16,43,63,26.03362255
10/24/2014,Manchester,4H,13-16,44,48,19.83514099
10/24/2014,Manchester,4H,13-16,45,61,25.20715835
10/24/2014,Manchester,4H,13-16,46,56,23.14099783
10/24/2014,Manchester,4H,13-16,47,45,18.59544468
10/24/2014,Manchester,4H,13-16,48,58,23.96746203
10/24/2014,Manchester,4H,13-16,49,44,18.18221258
10/24/2014,Manchester,4H,13-16,50,48,19.83514099
10/24/2014,Manchester,4H,13-16,51,83,34.29826464
10/24/2014,Manchester,4H,13-16,52,66,27.27331887
10/24/2014,Manchester,4H,13-16,53,46,19.00867679
10/24/2014,Manchester,4H,13-16,54,46,19.00867679
10/24/2014,Manchester,4H,13-16,55,51,21.07483731
10/24/2014,Manchester,4H,13-16,56,61,25.20715835
10/24/2014,Manchester,4H,13-16,57,37,15.28958785
10/24/2014,Manchester,4H,13-16,58,58,23.96746203
10/24/2014,Manchester,4H,13-16,59,58,23.96746203
10/24/2014,Manchester,4H,13-16,60,52,21.48806941
10/24/2014,Manchester,4H,13-16,61,39,16.11605206
10/24/2014,Manchester,4H,13-16,62,44,18.18221258
10/24/2014,Manchester,4S,1-4,1,70,29.9831366
10/24/2014,Manchester,4S,1-4,2,69,29.55480607
10/24/2014,Manchester,4S,1-4,3,59,25.27150085
10/24/2014,Manchester,4S,1-4,4,54,23.12984823
10/24/2014,Manchester,4S,1-4,5,57,24.4148398
10/24/2014,Manchester,4S,1-4,6,42,17.98988196
10/24/2014,Manchester,4S,1-4,7,57,24.4148398
10/24/2014,Manchester,4S,1-4,8,81,34.69477235
10/24/2014,Manchester,4S,1-4,9,51,21.84485666
10/24/2014,Manchester,4S,1-4,10,57,24.4148398
10/24/2014,Manchester,4S,1-4,11,61,26.12816189
10/24/2014,Manchester,4S,1-4,12,53,22.70151771
10/24/2014,Manchester,4S,1-4,13,58,24.84317032
10/24/2014,Manchester,4S,1-4,14,51,21.84485666
10/24/2014,Manchester,4S,1-4,15,70,29.9831366
10/24/2014,Manchester,4S,1-4,16,58,24.84317032
10/24/2014,Manchester,4S,1-4,17,53,22.70151771
10/24/2014,Manchester,4S,1-4,18,49,20.98819562
10/24/2014,Manchester,4S,1-4,19,54,23.12984823
10/24/2014,Manchester,4S,1-4,20,61,26.12816189
10/24/2014,Manchester,4S,1-4,21,47,20.13153457
10/24/2014,Manchester,4S,1-4,22,59,25.27150085
10/24/2014,Manchester,4S,1-4,23,53,22.70151771
10/24/2014,Manchester,4S,1-4,24,53,22.70151771
10/24/2014,Manchester,4S,1-4,25,59,25.27150085
10/24/2014,Manchester,4S,1-4,26,65,27.84148398
10/24/2014,Manchester,4S,1-4,27,52,22.27318719
10/24/2014,Manchester,4S,1-4,28,85,36.40809444
10/24/2014,Manchester,4S,1-4,29,69,29.55480607
10/24/2014,Manchester,4S,1-4,30,60,25.69983137
10/24/2014,Manchester,4S,1-4,31,62,26.55649241
10/24/2014,Manchester,4S,1-4,32,45,19.27487353
10/24/2014,Manchester,4S,1-4,33,44,18.846543
10/24/2014,Manchester,4S,1-4,34,57,24.4148398
10/24/2014,Manchester,4S,1-4,35,54,23.12984823
10/24/2014,Manchester,4S,1-4,36,43,18.41821248
10/24/2014,Manchester,4S,1-4,37,59,25.27150085
10/24/2014,Manchester,4S,1-4,38,70,29.9831366
10/24/2014,Manchester,4S,1-4,39,54,23.12984823
10/24/2014,Manchester,4S,1-4,40,56,23.98650928
10/24/2014,Manchester,4S,1-4,41,53,22.70151771
10/24/2014,Manchester,4S,1-4,42,47,20.13153457
10/24/2014,Manchester,4S,1-4,43,55,23.55817876
10/24/2014,Manchester,4S,1-4,44,52,22.27318719
10/24/2014,Manchester,4S,1-4,45,65,27.84148398
10/24/2014,Manchester,4S,1-4,46,60,25.69983137
10/24/2014,Manchester,4S,1-4,47,46,19.70320405
10/24/2014,Manchester,4S,1-4,48,51,21.84485666
10/24/2014,Manchester,4S,1-4,49,49,20.98819562
10/24/2014,Manchester,4S,1-4,50,48,20.5598651
10/24/2014,Manchester,4S,1-4,51,85,36.40809444
10/24/2014,Manchester,4S,1-4,52,45,19.27487353
10/24/2014,Manchester,4S,1-4,53,70,29.9831366
10/24/2014,Manchester,4S,1-4,54,61,26.12816189
10/24/2014,Manchester,4S,1-4,55,59,25.27150085
10/24/2014,Manchester,4S,1-4,56,49,20.98819562
10/24/2014,Manchester,4S,1-4,57,48,20.5598651
10/24/2014,Manchester,4S,1-4,58,61,26.12816189
10/24/2014,Manchester,4S,1-4,59,94,40.26306914
10/24/2014,Manchester,4S,1-4,60,58,24.84317032
10/24/2014,Manchester,4S,5-8,1,65,26.17864693
10/24/2014,Manchester,4S,5-8,2,79,31.81712473
10/24/2014,Manchester,4S,5-8,3,88,35.44186046
10/24/2014,Manchester,4S,5-8,4,88,35.44186046
10/24/2014,Manchester,4S,5-8,5,65,26.17864693
10/24/2014,Manchester,4S,5-8,6,57,22.95665962
10/24/2014,Manchester,4S,5-8,7,63,25.3731501
10/24/2014,Manchester,4S,5-8,8,75,30.20613107
10/24/2014,Manchester,4S,5-8,9,39,15.70718816
10/24/2014,Manchester,4S,5-8,10,88,35.44186046
10/24/2014,Manchester,4S,5-8,11,43,17.31818182
10/24/2014,Manchester,4S,5-8,12,47,18.92917547
10/24/2014,Manchester,4S,5-8,13,52,20.94291754
10/24/2014,Manchester,4S,5-8,14,43,17.31818182
10/24/2014,Manchester,4S,5-8,15,83,33.42811839
10/24/2014,Manchester,4S,5-8,16,59,23.76215644
10/24/2014,Manchester,4S,5-8,17,45,18.12367864
10/24/2014,Manchester,4S,5-8,18,48,19.33192389
10/24/2014,Manchester,4S,5-8,19,49,19.7346723
10/24/2014,Manchester,4S,5-8,20,54,21.74841437
10/24/2014,Manchester,4S,5-8,21,63,25.3731501
10/24/2014,Manchester,4S,5-8,22,52,20.94291754
10/24/2014,Manchester,4S,5-8,23,61,24.56765327
10/24/2014,Manchester,4S,5-8,24,57,22.95665962
10/24/2014,Manchester,4S,5-8,25,53,21.34566596
10/24/2014,Manchester,4S,5-8,26,74,29.80338266
10/24/2014,Manchester,4S,5-8,27,44,17.72093023
10/24/2014,Manchester,4S,5-8,28,59,23.76215644
10/24/2014,Manchester,4S,5-8,29,65,26.17864693
10/24/2014,Manchester,4S,5-8,30,51,20.54016913
10/24/2014,Manchester,4S,5-8,31,78,31.41437632
10/24/2014,Manchester,4S,5-8,32,66,26.58139534
10/24/2014,Manchester,4S,5-8,33,59,23.76215644
10/24/2014,Manchester,4S,5-8,34,71,28.59513742
10/24/2014,Manchester,4S,5-8,35,73,29.40063424
10/24/2014,Manchester,4S,5-8,36,53,21.34566596
10/24/2014,Manchester,4S,5-8,37,43,17.31818182
10/24/2014,Manchester,4S,5-8,38,55,22.15116279
10/24/2014,Manchester,4S,5-8,39,42,16.9154334
10/24/2014,Manchester,4S,5-8,40,54,21.74841437
10/24/2014,Manchester,4S,5-8,41,51,20.54016913
10/24/2014,Manchester,4S,5-8,42,92,37.05285412
10/24/2014,Manchester,4S,5-8,43,46,18.52642706
10/24/2014,Manchester,4S,5-8,44,52,20.94291754
10/24/2014,Manchester,4S,5-8,45,101,40.67758984
10/24/2014,Manchester,4S,5-8,46,86,34.63636363
10/24/2014,Manchester,4S,5-8,47,41,16.51268499
10/24/2014,Manchester,4S,5-8,48,98,39.4693446
10/24/2014,Manchester,4S,5-8,49,54,21.74841437
10/24/2014,Manchester,4S,5-8,50,45,18.12367864
10/24/2014,Manchester,4S,5-8,51,65,26.17864693
10/24/2014,Manchester,4S,5-8,52,56,22.5539112
10/24/2014,Manchester,4S,5-8,53,58,23.35940803
10/24/2014,Manchester,4S,5-8,54,58,23.35940803
10/24/2014,Manchester,4S,5-8,55,67,26.98414376
10/24/2014,Manchester,4S,5-8,56,55,22.15116279
10/24/2014,Manchester,4S,5-8,57,73,29.40063424
10/24/2014,Manchester,4S,5-8,58,55,22.15116279
10/24/2014,Manchester,4S,5-8,59,74,29.80338266
10/24/2014,Manchester,4S,5-8,60,64,25.77589852
10/24/2014,Manchester,4S,5-8,61,71,28.59513742
10/24/2014,Manchester,4S,5-8,62,61,24.56765327
10/24/2014,Manchester,4S,9-12,1,46,20.00684932
10/24/2014,Manchester,4S,9-12,2,76,33.05479453
10/24/2014,Manchester,4S,9-12,3,50,21.74657535
10/24/2014,Manchester,4S,9-12,4,35,15.22260274
10/24/2014,Manchester,4S,9-12,5,40,17.39726028
10/24/2014,Manchester,4S,9-12,6,54,23.48630137
10/24/2014,Manchester,4S,9-12,7,48,20.87671233
10/24/2014,Manchester,4S,9-12,8,50,21.74657535
10/24/2014,Manchester,4S,9-12,9,44,19.1369863
10/24/2014,Manchester,4S,9-12,10,57,24.79109589
10/24/2014,Manchester,4S,9-12,11,52,22.61643836
10/24/2014,Manchester,4S,9-12,12,59,25.66095891
10/24/2014,Manchester,4S,9-12,13,52,22.61643836
10/24/2014,Manchester,4S,9-12,14,53,23.05136987
10/24/2014,Manchester,4S,9-12,15,43,18.7020548
10/24/2014,Manchester,4S,9-12,16,44,19.1369863
10/24/2014,Manchester,4S,9-12,17,41,17.83219178
10/24/2014,Manchester,4S,9-12,18,49,21.31164384
10/24/2014,Manchester,4S,9-12,19,36,15.65753425
10/24/2014,Manchester,4S,9-12,20,66,28.70547946
10/24/2014,Manchester,4S,9-12,21,52,22.61643836
10/24/2014,Manchester,4S,9-12,22,40,17.39726028
10/24/2014,Manchester,4S,9-12,23,60,26.09589042
10/24/2014,Manchester,4S,9-12,24,42,18.26712329
10/24/2014,Manchester,4S,9-12,25,62,26.96575343
10/24/2014,Manchester,4S,9-12,26,25,10.87328767
10/24/2014,Manchester,4S,9-12,27,70,30.44520549
10/24/2014,Manchester,4S,9-12,28,61,26.53082192
10/24/2014,Manchester,4S,9-12,29,45,19.57191781
10/24/2014,Manchester,4S,9-12,30,70,30.44520549
10/24/2014,Manchester,4S,9-12,31,57,24.79109589
10/24/2014,Manchester,4S,9-12,32,60,26.09589042
10/24/2014,Manchester,4S,9-12,33,60,26.09589042
10/24/2014,Manchester,4S,9-12,34,56,24.35616439
10/24/2014,Manchester,4S,9-12,35,55,23.92123288
10/24/2014,Manchester,4S,9-12,36,41,17.83219178
10/24/2014,Manchester,4S,9-12,37,81,35.22945206
10/24/2014,Manchester,4S,9-12,38,39,16.96232877
10/24/2014,Manchester,4S,9-12,39,38,16.52739726
10/24/2014,Manchester,4S,9-12,40,63,27.40068494
10/24/2014,Manchester,4S,9-12,41,50,21.74657535
10/24/2014,Manchester,4S,9-12,42,63,27.40068494
10/24/2014,Manchester,4S,9-12,43,64,27.83561644
10/24/2014,Manchester,4S,9-12,44,70,30.44520549
10/24/2014,Manchester,4S,9-12,45,54,23.48630137
10/24/2014,Manchester,4S,9-12,46,31,13.48287671
10/24/2014,Manchester,4S,9-12,47,34,14.78767124
10/24/2014,Manchester,4S,9-12,48,57,24.79109589
10/24/2014,Manchester,4S,9-12,49,49,21.31164384
10/24/2014,Manchester,4S,9-12,50,57,24.79109589
10/24/2014,Manchester,4S,9-12,51,56,24.35616439
10/24/2014,Manchester,4S,9-12,52,63,27.40068494
10/24/2014,Manchester,4S,9-12,53,35,15.22260274
10/24/2014,Manchester,4S,9-12,54,62,26.96575343
10/24/2014,Manchester,4S,9-12,55,58,25.2260274
10/24/2014,Manchester,4S,9-12,56,54,23.48630137
10/24/2014,Manchester,4S,9-12,57,60,26.09589042
10/24/2014,Manchester,4S,13-16,1,50,23.23170732
10/24/2014,Manchester,4S,13-16,2,51,23.69634146
10/24/2014,Manchester,4S,13-16,3,41,19.05
10/24/2014,Manchester,4S,13-16,4,51,23.69634146
10/24/2014,Manchester,4S,13-16,5,38,17.65609756
10/24/2014,Manchester,4S,13-16,6,42,19.51463415
10/24/2014,Manchester,4S,13-16,7,63,29.27195122
10/24/2014,Manchester,4S,13-16,8,44,20.44390244
10/24/2014,Manchester,4S,13-16,9,43,19.97926829
10/24/2014,Manchester,4S,13-16,10,50,23.23170732
10/24/2014,Manchester,4S,13-16,11,53,24.62560976
10/24/2014,Manchester,4S,13-16,12,40,18.58536585
10/24/2014,Manchester,4S,13-16,13,40,18.58536585
10/24/2014,Manchester,4S,13-16,14,44,20.44390244
10/24/2014,Manchester,4S,13-16,15,55,25.55487805
10/24/2014,Manchester,4S,13-16,16,46,21.37317073
10/24/2014,Manchester,4S,13-16,17,39,18.12073171
10/24/2014,Manchester,4S,13-16,18,52,24.16097561
10/24/2014,Manchester,4S,13-16,19,42,19.51463415
10/24/2014,Manchester,4S,13-16,20,47,21.83780488
10/24/2014,Manchester,4S,13-16,21,51,23.69634146
10/24/2014,Manchester,4S,13-16,22,39,18.12073171
10/24/2014,Manchester,4S,13-16,23,50,23.23170732
10/24/2014,Manchester,4S,13-16,24,64,29.73658537
10/24/2014,Manchester,4S,13-16,25,50,23.23170732
10/24/2014,Manchester,4S,13-16,26,50,23.23170732
10/24/2014,Manchester,4S,13-16,27,45,20.90853659
10/24/2014,Manchester,4S,13-16,28,40,18.58536585
10/24/2014,Manchester,4S,13-16,29,47,21.83780488
10/24/2014,Manchester,4S,13-16,30,59,27.41341464
10/24/2014,Manchester,4S,13-16,31,54,25.0902439
10/24/2014,Manchester,4S,13-16,32,60,27.87804878
10/24/2014,Manchester,4S,13-16,33,47,21.83780488
10/24/2014,Manchester,4S,13-16,34,48,22.30243903
10/24/2014,Manchester,4S,13-16,35,33,15.33292683
10/24/2014,Manchester,4S,13-16,36,62,28.80731707
10/24/2014,Manchester,4S,13-16,37,74,34.38292683
10/24/2014,Manchester,4S,13-16,38,54,25.0902439
10/24/2014,Manchester,4S,13-16,39,49,22.76707317
10/24/2014,Manchester,4S,13-16,40,71,32.98902439
10/24/2014,Manchester,4S,13-16,41,48,22.30243903
10/24/2014,Manchester,4S,13-16,42,52,24.16097561
10/24/2014,Manchester,4S,13-16,43,43,19.97926829
10/24/2014,Manchester,4S,13-16,44,53,24.62560976
10/24/2014,Manchester,4S,13-16,45,63,29.27195122
10/24/2014,Manchester,4S,13-16,46,45,20.90853659
10/24/2014,Manchester,4S,13-16,47,39,18.12073171
10/24/2014,Manchester,4S,13-16,48,50,23.23170732
10/24/2014,Manchester,4S,13-16,49,55,25.55487805
10/24/2014,Manchester,4S,13-16,50,56,26.0195122
10/24/2014,Manchester,4S,13-16,51,57,26.48414634
10/24/2014,Manchester,4S,13-16,52,41,19.05
10/24/2014,Manchester,4S,13-16,53,82,38.1
10/24/2014,Manchester,4S,13-16,54,55,25.55487805
10/24/2014,Manchester,4S,13-16,55,55,25.55487805
10/24/2014,Manchester,4S,13-16,56,51,23.69634146
10/24/2014,Manchester,4S,13-16,57,53,24.62560976
10/24/2014,Manchester,4S,13-16,58,50,23.23170732
10/24/2014,Manchester,4S,13-16,59,53,24.62560976
10/24/2014,Manchester,4S,13-16,60,57,26.48414634
10/24/2014,Manchester,4S,13-16,61,58,26.94878049
10/24/2014,Manchester,4S,13-16,62,57,26.48414634
10/24/2014,Manchester,4S,13-16,63,48,22.30243903
10/24/2014,Manchester,4S,13-16,64,28,13.0097561
10/24/2014,Manchester,4S,13-16,65,55,25.55487805
10/24/2014,Manchester,4S,13-16,66,58,26.94878049
10/24/2014,Manchester,4S,13-16,67,49,22.76707317
10/24/2014,Manchester,4S,13-16,68,43,19.97926829
10/24/2014,Manchester,4S,13-16,69,60,27.87804878
10/24/2014,Manchester,4S,13-16,70,57,26.48414634
10/24/2014,Manchester,4S,13-16,71,56,26.0195122
10/24/2014,Manchester,4S,13-16,72,45,20.90853659
10/24/2014,Manchester,4S,13-16,73,40,18.58536585
10/24/2014,Manchester,4S,13-16,74,54,25.0902439
10/24/2014,Manchester,4S,13-16,75,53,24.62560976
10/24/2014,Manchester,4S,13-16,76,56,26.0195122
8/16/2013,Fidalgo,2N,1-4,1,31,11.74639483
8/16/2013,Fidalgo,2N,1-4,2,21,7.957235206
8/16/2013,Fidalgo,2N,1-4,3,25,9.472899055
